,Date,Time,AM/PM,Code,Range,Result
4654,2008-01-17,11:08,PM,Dv0VBZK8,58.207756999999994,H
6131,2008-01-17,11:36,PM,waB2sMsQ,77.189978,H
2223,2008-01-17,11:56,PM,RWTm2TL1,72.84913900000001,M
937,2008-01-17,12:20,PM,SQroMnb3,72.077361,M
4850,2008-01-17,12:56,PM,G5aKEIL7,79.190787,M
6223,2008-01-18,01:19,AM,99FUSMSt,68.019305,M
681,2008-01-18,02:12,AM,3ZdJzvsE,71.374138,M
9369,2008-01-18,03:08,AM,cZ7SZndH,71.28364,H
5308,2008-01-18,03:41,AM,ZnkQHVtb,70.276946,M
2224,2008-01-18,04:02,AM,Ad677Gmc,74.349184,M
1956,2008-01-18,05:28,AM,Ap5eDyw1,57.040057,M
9829,2008-01-18,05:37,AM,xiL3y9Ok,76.766002,M
1783,2008-01-18,06:53,AM,UPvVCq5w,86.758509,H
3179,2008-01-18,07:33,AM,slqQ0ujM,84.882021,H
5598,2008-01-18,07:36,AM,BDPebZDe,69.156864,M
470,2008-01-18,08:19,AM,s5hrVuoj,57.351624,H
6273,2008-01-18,08:19,AM,3i6eET0R,69.250885,M
5339,2008-01-18,08:56,AM,QDUqtWjE,64.938266,H
9308,2008-01-18,10:11,AM,leAdnb5e,76.08685600000001,H
3923,2008-01-18,10:41,AM,4PbzblMv,98.177518,M
8267,2008-01-18,11:42,AM,Ids8MLOd,61.981393000000004,H
3512,2008-01-18,11:49,AM,FyvFDuqi,70.046032,H
5219,2008-01-18,12:35,AM,SzvGKnWm,88.286107,M
8729,2008-01-18,01:14,PM,xxoRV6Pq,89.09410799999999,H
6112,2008-01-18,01:34,PM,6M1GuxLE,77.370832,M
3797,2008-01-18,02:44,PM,H9Pnh3QO,77.582014,M
3697,2008-01-18,03:04,PM,WwMlm5LE,95.163826,M
542,2008-01-18,03:24,PM,VyjkEmCx,90.301731,M
1602,2008-01-18,04:00,PM,f91l2zkP,62.75356899999999,M
2959,2008-01-18,04:36,PM,bx26FHav,54.8005,H
2640,2008-01-18,05:36,PM,QUpKRIof,84.21005600000001,H
8387,2008-01-18,06:01,PM,Dpj6aDSa,93.092012,M
50,2008-01-18,06:39,PM,R0aMp9Fb,63.95513199999999,H
7650,2008-01-18,08:40,PM,toLAq2S9,80.67811800000001,M
7141,2008-01-18,08:53,PM,RSwOOAFA,66.39093199999999,M
5463,2008-01-18,09:24,PM,mKY6KsBM,83.63623199999999,H
5760,2008-01-18,09:47,PM,9VzFAcr9,72.78545,H
7321,2008-01-18,10:16,PM,gzFJaet0,52.915286,H
3433,2008-01-18,10:24,PM,JFqeUjBY,89.25618399999999,M
3263,2008-01-18,10:28,PM,TRU7c5KI,81.721342,M
6212,2008-01-18,10:44,PM,6dubYoxR,74.179174,M
8545,2008-01-18,10:50,PM,ZqvZzIZa,79.5801,H
3618,2008-01-18,11:47,PM,KFx2EgO0,73.048651,M
5030,2008-01-19,01:58,AM,UafLlo9O,54.740562,M
8232,2008-01-19,02:54,AM,CHXifDBs,69.33013000000001,H
4229,2008-01-19,04:40,AM,bdQIQ6OT,81.434294,M
9868,2008-01-19,04:47,AM,elYrEbE0,71.619525,M
5806,2008-01-19,04:57,AM,PwppKujH,61.717119999999994,M
1308,2008-01-19,05:15,AM,jn86YPES,77.020545,M
2462,2008-01-19,05:34,AM,AFEUFiAV,66.158016,M
2501,2008-01-19,07:47,AM,LSEXhDwg,91.019793,M
2113,2008-01-19,08:01,AM,VEsMyrp7,80.118308,M
5679,2008-01-19,08:47,AM,2QXyBJpO,72.58110400000001,M
3071,2008-01-19,08:59,AM,cXZ0gaoO,61.362488,H
8132,2008-01-19,09:11,AM,nhxkOpeB,74.246051,H
3616,2008-01-19,10:05,AM,ScV3jq8C,59.774254000000006,H
8501,2008-01-19,10:56,AM,AbGkSpaj,53.58115600000001,M
1454,2008-01-19,11:49,AM,FZvKRqLp,100.962735,M
233,2008-01-19,11:55,AM,9wOQjQA5,65.792816,H
6250,2008-01-19,01:30,PM,4kESz0wg,62.94611999999999,M
9036,2008-01-19,02:07,PM,wlWbh1Wp,71.269354,H
946,2008-01-19,02:33,PM,LI0dqYbd,73.5302,M
7696,2008-01-19,02:35,PM,LiX293Qv,78.505139,M
9614,2008-01-19,03:51,PM,GWLOY1q2,59.940262,H
4969,2008-01-19,04:09,PM,xs3wRLjB,74.53384,H
2158,2008-01-19,04:54,PM,U5I2qMkp,53.77566899999999,H
5040,2008-01-19,05:03,PM,G7H0t1qW,89.291528,M
6832,2008-01-19,06:00,PM,32dnidxC,66.581412,M
5374,2008-01-19,06:07,PM,yLkEYIZE,51.361106,M
2619,2008-01-19,06:28,PM,wZa6Ds51,70.89988100000001,H
4278,2008-01-19,07:13,PM,PVnsU1pp,75.256486,M
8792,2008-01-19,07:13,PM,NnV0aGip,73.983774,M
8432,2008-01-19,07:31,PM,JHlOko0i,72.047031,H
6121,2008-01-19,08:08,PM,Dlwnb899,65.533142,M
1050,2008-01-19,11:00,PM,CtqbFqWw,73.46485799999999,M
7385,2008-01-19,11:09,PM,6wbyzpgX,74.498518,M
2808,2008-01-19,12:26,PM,bChvyo7a,60.794051,M
7778,2008-01-20,01:40,AM,hhrJ8KHi,79.04974200000001,M
793,2008-01-20,02:05,AM,VF0mkzoR,76.64518100000001,H
5232,2008-01-20,02:47,AM,PBgwZGOW,71.906458,H
4736,2008-01-20,02:49,AM,Gg4CylNs,78.21837099999999,M
3171,2008-01-20,04:24,AM,erSYM6ww,72.424198,M
5893,2008-01-20,05:12,AM,r8MN0IHO,69.714268,M
9385,2008-01-20,05:28,AM,5Vcdp7eC,78.652684,H
7861,2008-01-20,06:05,AM,7BNgh9Cz,63.150041,M
4970,2008-01-20,07:25,AM,3Xt6X5BU,59.898357,H
2613,2008-01-20,08:06,AM,IfDoXN1R,66.743836,M
1617,2008-01-20,08:15,AM,wIiLk0nO,73.583699,H
2218,2008-01-20,08:52,AM,FCPXYIML,57.940681999999995,M
2358,2008-01-20,09:12,AM,8eAxuN0A,72.437362,M
8899,2008-01-20,09:44,AM,LZvEbF8g,75.559099,M
8652,2008-01-20,10:39,AM,mhXqpAwZ,60.398419,M
5317,2008-01-20,11:00,AM,c1Rt236h,69.205964,H
9431,2008-01-20,11:12,AM,fTggXEyb,70.395549,M
6220,2008-01-20,11:39,AM,lIEYGLxC,62.946239,M
1593,2008-01-20,12:48,AM,3i7hdEDd,57.480171999999996,H
1619,2008-01-20,02:02,PM,fIpcAm4J,81.49691700000001,H
2588,2008-01-20,02:38,PM,0GSTtaqa,66.763215,M
7665,2008-01-20,03:41,PM,m3hm3bIH,52.726631000000005,H
2977,2008-01-20,04:47,PM,vOv5Sgh3,70.28207900000001,M
5885,2008-01-20,07:46,PM,KUQDXdqU,59.791825,M
6949,2008-01-20,09:06,PM,eG9AmpQy,84.573352,M
7569,2008-01-20,09:13,PM,HOHgciSo,80.426338,H
2215,2008-01-20,09:46,PM,VF2Qcnz7,80.584462,M
9801,2008-01-20,10:10,PM,hjP3uO3h,82.09300999999999,M
6516,2008-01-20,10:34,PM,6wInNfbS,66.622434,M
5561,2008-01-20,10:47,PM,aDVyVRXB,59.004989,H
7971,2008-01-20,11:19,PM,RfcExYZb,70.6695,M
2704,2008-01-20,12:42,PM,IS6Qk3ww,93.06996099999999,H
1866,2008-01-21,01:25,AM,fIg4HmW2,66.590733,M
8423,2008-01-21,04:28,AM,nh9V9E62,71.997515,M
7293,2008-01-21,04:41,AM,Zmc8Ns64,65.40864599999999,M
5077,2008-01-21,05:38,AM,wJfntrsm,62.424949,M
7509,2008-01-21,06:12,AM,988pTqYR,70.65310799999999,H
6050,2008-01-21,06:17,AM,b05TWis3,68.852278,M
3918,2008-01-21,07:19,AM,BkJRov52,80.041349,H
2707,2008-01-21,08:04,AM,XN81SM2v,93.244452,M
7857,2008-01-21,10:25,AM,yXVeXAQg,76.178377,H
6985,2008-01-21,11:00,AM,VyjMWS0U,77.201823,M
8512,2008-01-21,11:37,AM,J7iCnWiA,68.668028,H
6683,2008-01-21,11:55,AM,Rrn5mfh1,66.681752,M
4896,2008-01-21,12:58,AM,qilvo8WE,77.71036099999999,M
8530,2008-01-21,01:39,PM,Q12pJYr0,64.46262800000001,M
1464,2008-01-21,01:48,PM,MXKmvY3w,77.959114,H
9084,2008-01-21,02:14,PM,fZJLeOxb,61.674110999999996,H
3751,2008-01-21,03:31,PM,nrevxRBq,82.281577,M
1457,2008-01-21,05:20,PM,XpX3tGpO,61.588832,M
572,2008-01-21,07:05,PM,YkNbpSUd,80.862021,M
1471,2008-01-21,07:36,PM,amS0LEXX,78.453751,H
3289,2008-01-21,08:24,PM,1nGCU7Fc,85.187035,H
7974,2008-01-21,08:38,PM,a62eujP5,69.522054,M
637,2008-01-21,09:23,PM,APInyl8v,64.432327,M
2983,2008-01-21,10:13,PM,wvMIVCuE,68.10895699999999,H
9933,2008-01-21,10:32,PM,8ZqMCFSs,96.868967,M
9031,2008-01-21,11:52,PM,Z0ameLbd,94.418954,M
4234,2008-01-21,12:07,PM,k7IK9NKM,77.87055500000001,M
1264,2008-01-22,01:10,AM,Kt3rDpMk,68.131026,M
3006,2008-01-22,01:44,AM,ovYFIToX,76.917118,H
9949,2008-01-22,01:45,AM,uloZgU3v,68.61626600000001,M
2695,2008-01-22,01:49,AM,YjLcj7Yu,89.857833,M
2597,2008-01-22,02:13,AM,C0m2vO61,80.044753,M
9153,2008-01-22,02:30,AM,GPJhiFmz,63.047571999999995,M
6160,2008-01-22,02:49,AM,hu83XZF8,61.47673,M
2817,2008-01-22,03:59,AM,P8x5MZRy,77.437242,H
8981,2008-01-22,04:42,AM,djKFQCCS,59.980807999999996,H
7977,2008-01-22,06:30,AM,f0V3RYnf,83.68146800000001,M
1907,2008-01-22,07:50,AM,8FFMMQ92,92.878458,M
2636,2008-01-22,09:09,AM,rm1ZBJQE,63.306976,H
6599,2008-01-22,09:49,AM,1jv1vil0,76.36923900000001,H
9980,2008-01-22,11:59,AM,k3a8xsJ8,81.02148199999999,M
4756,2008-01-22,12:20,AM,q8FLYUH6,74.54487900000001,M
3399,2008-01-22,12:47,AM,VXhsUQnT,80.740263,H
9816,2008-01-22,12:56,AM,IH93ZA9t,84.249278,M
196,2008-01-22,01:10,PM,mTGg2WiG,84.757914,H
5909,2008-01-22,03:57,PM,2IQnYyD3,66.07239,M
9606,2008-01-22,07:47,PM,NO2Q8PZg,71.464632,M
2924,2008-01-22,07:51,PM,OOVp30nO,63.526470999999994,M
4160,2008-01-22,09:09,PM,nXBjGXlC,59.775502,M
5691,2008-01-22,09:22,PM,oKk3WlrK,96.131328,M
8329,2008-01-22,09:51,PM,uK4057Xr,73.386614,M
7047,2008-01-22,10:27,PM,DlVdm7yy,77.875431,M
5740,2008-01-22,10:28,PM,v8DfH6xh,87.86347099999999,M
5008,2008-01-22,11:35,PM,9WxAZTiG,72.761848,M
5097,2008-01-22,11:57,PM,2RyIkbhd,65.485939,H
9494,2008-01-23,01:25,AM,Sa3FcAs9,79.318855,M
4987,2008-01-23,01:57,AM,AiljCrfS,99.461585,H
4359,2008-01-23,03:03,AM,2x5rr4oB,85.386679,H
5960,2008-01-23,03:29,AM,qfbJ2smE,57.576719999999995,H
7968,2008-01-23,05:28,AM,UiSF7yNK,73.000182,M
7327,2008-01-23,05:49,AM,L2TUWBys,66.339177,H
230,2008-01-23,09:18,AM,XcZ4Ycju,62.706253000000004,M
4893,2008-01-23,09:18,AM,PV0nEQ2v,78.31217,M
7856,2008-01-23,09:29,AM,cZ3Iviwn,59.646741000000006,M
2736,2008-01-23,09:37,AM,foFSOwBg,83.338955,M
344,2008-01-23,10:31,AM,VYYsddn1,75.832187,M
3184,2008-01-23,11:10,AM,NY0QwzpZ,55.41368000000001,M
6794,2008-01-23,11:27,AM,zhMMkxqP,50.805608,H
5164,2008-01-23,11:29,AM,qrq8v91U,60.184107,M
6910,2008-01-23,11:50,AM,e8CJ2FU7,74.408045,M
3400,2008-01-23,02:10,PM,7d6cBjYH,72.351966,M
815,2008-01-23,02:40,PM,l0SnllPi,59.557062,H
6333,2008-01-23,05:43,PM,1BKybRPk,83.804186,M
9076,2008-01-23,06:05,PM,l7QygITs,80.767002,H
9156,2008-01-23,06:22,PM,7AZlW4Fl,70.318318,H
724,2008-01-23,06:41,PM,t5Gu51Nd,77.899664,H
3300,2008-01-23,10:15,PM,h93ntTkd,78.218848,M
8434,2008-01-23,10:38,PM,BwF4RLR0,76.00243499999999,M
596,2008-01-23,11:06,PM,v92xvSdd,80.117749,M
9131,2008-01-23,11:18,PM,XfOWpIK7,76.571083,M
700,2008-01-23,11:43,PM,WjNHJz5O,95.286614,M
7540,2008-01-23,11:50,PM,R2i08RB9,64.316696,M
4127,2008-01-23,12:07,PM,Ut1441My,59.059824,H
5066,2008-01-24,03:15,AM,F7GnyAVW,57.123339,H
2301,2008-01-24,03:29,AM,WNNH7GHI,69.561162,H
9434,2008-01-24,08:14,AM,xix5a9ex,83.187281,M
1169,2008-01-24,09:30,AM,DrAFJuBO,85.40869599999999,M
4950,2008-01-24,09:38,AM,LMfR3VcH,64.734279,M
2648,2008-01-24,09:45,AM,V1s6rfN4,81.92818299999999,M
2871,2008-01-24,09:57,AM,dXDSLp39,66.493301,M
8945,2008-01-24,10:44,AM,46vonMOa,54.306732,M
3496,2008-01-24,11:28,AM,sgXOrJnY,65.989762,M
9974,2008-01-24,11:39,AM,kIPhD4Vv,66.297149,M
9778,2008-01-24,11:53,AM,H9wSmt8r,66.646505,M
7081,2008-01-24,12:17,AM,Wet6jXO5,62.551156999999996,H
6000,2008-01-24,12:21,AM,hZZP0R30,87.893736,H
8133,2008-01-24,01:58,PM,VIRJJKV4,79.910259,H
5664,2008-01-24,02:40,PM,LQipnq2S,75.974956,H
8036,2008-01-24,03:16,PM,L5jKLyqR,55.167956999999994,M
9908,2008-01-24,03:40,PM,yqbKFAAt,76.937859,M
8649,2008-01-24,03:53,PM,9BQcBL6H,78.201696,H
9608,2008-01-24,04:00,PM,dmgG4uAO,70.349177,M
3819,2008-01-24,05:18,PM,u9526SP3,90.56739499999999,H
7393,2008-01-24,05:55,PM,CxSqiJVm,72.663714,M
7226,2008-01-24,06:41,PM,SjPTQ2se,55.49408100000001,M
8966,2008-01-24,07:21,PM,0J0lkw3g,62.030362,H
7191,2008-01-24,08:21,PM,aYo5Uha1,83.824083,H
2103,2008-01-24,09:02,PM,PgnhC6uA,83.559239,H
7476,2008-01-24,10:48,PM,uSuXn1qp,99.087414,H
6848,2008-01-24,11:07,PM,oKCnjsvv,87.06298699999999,H
4210,2008-01-25,01:43,AM,dKAt0MPi,44.970377,M
1234,2008-01-25,02:31,AM,tbEWTNSD,54.8568,H
2066,2008-01-25,03:14,AM,f9oeltKr,70.52738199999999,M
1756,2008-01-25,03:16,AM,sq8vE3y3,69.169609,M
9129,2008-01-25,03:53,AM,9kr3OLzj,94.54947800000001,M
3719,2008-01-25,05:49,AM,yptzcuE2,66.166717,H
9307,2008-01-25,08:25,AM,Q2H1FRk6,63.451942,H
8093,2008-01-25,11:15,AM,J8OIYCFE,82.439647,M
3210,2008-01-25,12:16,AM,bd7PIscC,68.10092399999999,M
6841,2008-01-25,02:34,PM,3hYMhoCG,75.923179,H
5850,2008-01-25,02:39,PM,cG38Ji5P,75.017547,M
3733,2008-01-25,03:52,PM,3GbsUugO,58.368815000000005,M
4195,2008-01-25,06:03,PM,YgN2mUOw,79.213335,H
1196,2008-01-25,07:17,PM,OZqBDjR7,93.341255,M
8331,2008-01-25,09:36,PM,cSEWlqhh,77.975084,H
1207,2008-01-25,11:13,PM,vk8CLTII,91.712335,H
3868,2008-01-25,11:33,PM,u9Aa5Jcd,50.942201000000004,M
6531,2008-01-25,11:33,PM,bEsLjOZ4,86.170113,M
1818,2008-01-25,12:23,PM,ImqckAYo,59.217487,M
1534,2008-01-25,12:49,PM,7IWJnPT3,82.200346,H
5292,2008-01-25,12:51,PM,oziuUg8h,58.555661,M
5552,2008-01-26,02:25,AM,kAuUr6h2,78.870152,H
4954,2008-01-26,03:09,AM,Fio44iop,69.494222,M
8087,2008-01-26,03:11,AM,b1d8sQkd,63.868294999999996,M
9967,2008-01-26,03:56,AM,ovvAU064,83.093858,H
75,2008-01-26,04:25,AM,SHYmClnL,70.88167,M
5079,2008-01-26,05:19,AM,wY0t2VL1,71.563346,M
7630,2008-01-26,05:48,AM,YjavUxVG,63.020462,M
6622,2008-01-26,07:12,AM,VA6vcEHd,69.784399,M
9762,2008-01-26,07:30,AM,luGCv8tV,77.769669,M
3749,2008-01-26,08:32,AM,IzDezCRG,77.125091,M
442,2008-01-26,09:09,AM,LAbONJj9,83.760088,H
5873,2008-01-26,09:40,AM,oS9ZMluf,73.993894,M
6161,2008-01-26,10:20,AM,FkcPHvyU,57.467206999999995,M
7920,2008-01-26,10:27,AM,92rrx1Zu,84.04099699999999,M
2473,2008-01-26,10:33,AM,7ujIs0vO,62.216213,M
7199,2008-01-26,01:46,PM,xRXk6JUJ,72.532214,M
2931,2008-01-26,03:01,PM,YOS5zPTD,63.979362,H
3816,2008-01-26,04:02,PM,VcuP89FV,65.65547600000001,H
4714,2008-01-26,06:33,PM,2wIxyWur,78.537587,M
2768,2008-01-26,06:44,PM,sSXkF0QL,79.619055,M
77,2008-01-26,07:09,PM,kHO5xETY,86.87905,H
4690,2008-01-26,08:00,PM,vWsHBndr,72.413639,H
6693,2008-01-26,08:16,PM,MABjXWIq,78.9315,H
5659,2008-01-26,08:24,PM,THeuZIeq,71.434075,M
1871,2008-01-26,09:04,PM,32g6EqdD,59.775521,M
9232,2008-01-26,10:10,PM,yAovxJJs,79.966849,M
922,2008-01-26,11:04,PM,mVsUbcqG,73.263032,H
7322,2008-01-26,11:09,PM,OkJuhroA,92.688355,M
5459,2008-01-26,11:16,PM,oMB7tm2K,72.47409,M
9877,2008-01-26,12:28,PM,f26nX19g,76.96307900000001,M
7475,2008-01-27,03:21,AM,TfHNxs3s,54.09924,H
3048,2008-01-27,03:46,AM,5XMMUf1r,79.265773,H
1450,2008-01-27,08:36,AM,Emrl8aZI,68.74296600000001,M
1758,2008-01-27,12:28,AM,1bGyCoSy,79.151515,M
7222,2008-01-27,02:22,PM,lhWHoSQA,63.454522999999995,H
8280,2008-01-27,02:28,PM,bh1GCvbG,70.280752,H
2097,2008-01-27,02:59,PM,0a2SyWXV,76.84684200000001,M
6433,2008-01-27,03:31,PM,MD5ptlqr,88.02839499999999,M
926,2008-01-27,04:28,PM,0CFdzzdK,74.987925,M
8693,2008-01-27,04:40,PM,QHt7RPF3,69.609981,M
1777,2008-01-27,05:39,PM,jqqzpJrm,79.51885899999999,H
1217,2008-01-27,05:47,PM,u6vVreFn,50.751039,M
2554,2008-01-27,07:54,PM,FoLmECCj,63.074932999999994,M
5193,2008-01-27,08:23,PM,zUZusA7A,56.685175,H
3961,2008-01-27,08:37,PM,B4S7JQ0g,78.32715,M
3551,2008-01-27,08:38,PM,amVbphHm,78.455727,M
2213,2008-01-27,09:12,PM,dcn2nhkU,86.86604100000001,M
6649,2008-01-27,09:21,PM,48s5titn,66.748002,M
4545,2008-01-27,09:44,PM,UUQ6obOU,77.671678,M
3619,2008-01-27,10:43,PM,7DncX2mL,80.91386,M
9991,2008-01-27,10:53,PM,bTD73PnM,76.572353,M
3752,2008-01-27,10:59,PM,zRKXAPaM,75.814797,M
4583,2008-01-27,11:00,PM,SW6EdjXe,77.130666,M
3684,2008-01-27,11:26,PM,ZYJxmHnf,87.854975,M
7156,2008-01-27,12:15,PM,naf0nMV7,52.515951,M
7708,2008-01-27,12:26,PM,0qQh3oYj,77.802146,M
3585,2008-01-28,01:54,AM,A4bGhe6j,61.84635600000001,H
9962,2008-01-28,02:04,AM,mo05z0qh,66.528853,M
4780,2008-01-28,03:18,AM,6vH1XpIe,74.73965600000001,M
3637,2008-01-28,03:41,AM,eeqSTL5A,69.549428,M
6798,2008-01-28,03:56,AM,xuqguXXu,55.243393999999995,M
8140,2008-01-28,04:58,AM,ytM3ZSZw,73.57381,H
5863,2008-01-28,05:52,AM,azxDqyLg,69.579268,H
819,2008-01-28,06:29,AM,4PBVN4EA,92.03329699999999,M
4312,2008-01-28,08:24,AM,AKtkwEUk,87.95186,H
4793,2008-01-28,09:11,AM,XPmkvDi9,74.979747,H
6032,2008-01-28,09:19,AM,yRxxXY7l,54.364502,M
253,2008-01-28,09:33,AM,4LFybGtt,69.99770699999999,M
4124,2008-01-28,10:19,AM,FSbkmwXI,89.513576,M
2720,2008-01-28,11:01,AM,JQdoFwW9,77.389121,M
732,2008-01-28,11:27,AM,hVFCCynE,56.369071,M
5568,2008-01-28,12:19,AM,uKJYru2D,80.73208699999999,M
2142,2008-01-28,12:50,AM,7qcwmzKe,63.576694999999994,H
8110,2008-01-28,01:04,PM,2bPoLdWS,85.084485,M
5771,2008-01-28,03:17,PM,iCQqt34F,83.710319,M
8814,2008-01-28,03:40,PM,ghhHpaWS,65.850922,H
162,2008-01-28,04:32,PM,LLGWQELn,82.892381,H
1601,2008-01-28,05:24,PM,qbFBPcgU,65.46525,H
3000,2008-01-28,05:24,PM,kuxp4ZQT,94.617571,M
6863,2008-01-28,05:26,PM,q3N9eZj8,65.214247,M
4485,2008-01-28,06:55,PM,0q1R0JMT,73.313311,H
741,2008-01-28,07:01,PM,4RumQ1ZO,75.79935,M
6834,2008-01-28,07:09,PM,Z1e5kOWf,58.152804,H
3661,2008-01-28,08:14,PM,L9BbGEhd,95.50048000000001,M
5441,2008-01-28,10:31,PM,EtaKkx9O,91.928112,H
7086,2008-01-28,11:03,PM,QoUR0Wzp,73.507482,H
1609,2008-01-28,11:26,PM,NHEtkouH,73.764287,M
3315,2008-01-29,01:16,AM,S7QU6fZS,59.197483,H
3132,2008-01-29,01:42,AM,zWR889lo,86.144734,M
53,2008-01-29,02:35,AM,o2ixCM1O,69.529997,M
8298,2008-01-29,02:53,AM,zwZW9Dv2,69.46815,M
7937,2008-01-29,03:26,AM,JkcxOZrr,80.82113299999999,M
7923,2008-01-29,04:51,AM,zAjhPNHO,82.096758,M
5567,2008-01-29,06:39,AM,sgUsQ0yO,89.773622,H
6620,2008-01-29,08:23,AM,nGrBFYiO,73.378466,H
5115,2008-01-29,09:15,AM,N0lPdm7C,91.491937,M
2590,2008-01-29,09:35,AM,xOiouIOb,89.713825,M
8346,2008-01-29,10:25,AM,pjTur8jL,65.733664,H
2131,2008-01-29,10:35,AM,QQq2dMgG,66.859904,M
2445,2008-01-29,11:59,AM,CI21n03o,74.305428,M
6638,2008-01-29,12:19,AM,qHUmrsxs,77.585882,M
6747,2008-01-29,01:31,PM,TrAZKyxe,52.067576,M
8424,2008-01-29,01:40,PM,w2yPIP3V,79.14245,M
250,2008-01-29,01:42,PM,7nfydsK8,58.093574,M
306,2008-01-29,01:52,PM,G2ka6bMR,75.74712,M
1359,2008-01-29,03:05,PM,egZj43N2,87.933487,M
468,2008-01-29,03:21,PM,Ye2AwaqF,72.824529,M
7143,2008-01-29,03:25,PM,BpDhkJl0,70.147204,M
5015,2008-01-29,04:21,PM,XMmcabhp,84.159611,M
1205,2008-01-29,06:16,PM,k0HZCL1l,87.84820500000001,M
4046,2008-01-29,08:13,PM,1JOOg7bR,66.783238,H
5859,2008-01-29,08:39,PM,N6B8tbE8,57.914613,M
3935,2008-01-29,09:23,PM,uVzqdNLq,77.680825,M
6545,2008-01-29,09:28,PM,4PBs6yIZ,66.049447,H
9693,2008-01-29,10:24,PM,HxSSQeWP,77.07301700000001,H
453,2008-01-29,10:26,PM,SR2nPjOd,79.545843,H
3767,2008-01-29,10:28,PM,FHKEeCOe,65.567134,M
8396,2008-01-29,10:28,PM,RR1sTCtA,71.078278,M
2229,2008-01-29,11:05,PM,X8aPz5TD,74.238113,M
1133,2008-01-29,11:07,PM,jQ0gDkeg,70.35234100000001,M
1739,2008-01-29,11:56,PM,bcYYO1DF,66.79463,H
1490,2008-01-29,12:58,PM,QjDjouxU,88.403461,M
1656,2008-01-30,02:26,AM,g71RrEuP,63.902972999999996,M
4976,2008-01-30,04:23,AM,fRj17QV3,70.684741,M
9472,2008-01-30,04:51,AM,d77FZenk,91.702673,M
2379,2008-01-30,05:37,AM,hF74GGab,92.419227,M
3251,2008-01-30,06:27,AM,uRA1LRdB,76.876288,H
632,2008-01-30,06:59,AM,XDyQbT8A,68.85166,H
6291,2008-01-30,07:43,AM,ZZP41veO,77.609349,H
7943,2008-01-30,09:29,AM,H9BC8A43,90.546589,M
9130,2008-01-30,09:32,AM,4dNgB4L3,75.047671,M
5096,2008-01-30,09:59,AM,DkWbcmhn,60.208470999999996,M
5821,2008-01-30,10:21,AM,Ty25p4Xp,68.004485,M
4437,2008-01-30,10:40,AM,lGsaGXjI,67.18628199999999,M
8563,2008-01-30,11:47,AM,Eq5N5Yve,53.823719999999994,M
2010,2008-01-30,11:55,AM,4c9QEcEm,82.22779799999999,M
5980,2008-01-30,11:56,AM,YVDB9VBP,67.560479,H
172,2008-01-30,12:40,AM,OvOGeE86,84.677755,H
9366,2008-01-30,01:29,PM,4W2g01WA,74.552945,M
1994,2008-01-30,01:59,PM,WRFOCnHi,77.12588199999999,M
8854,2008-01-30,04:07,PM,UZO0scwI,54.580135999999996,H
3501,2008-01-30,04:49,PM,jpB9JeP3,72.917808,H
6453,2008-01-30,06:55,PM,YjCYIiPe,94.032551,H
5557,2008-01-30,08:30,PM,seqRED1C,87.041547,H
9176,2008-01-30,09:29,PM,2du2ragO,73.793974,M
5287,2008-01-30,10:42,PM,xC81tepl,72.31160899999999,M
2046,2008-01-30,11:09,PM,mC0H2s5i,67.154267,H
4277,2008-01-30,11:16,PM,3m9wC5Xp,81.00543499999999,M
5393,2008-01-30,11:50,PM,yCPrnnof,81.93678100000001,M
8425,2008-01-30,11:57,PM,9o2wpN5j,58.712118000000004,M
7529,2008-01-30,12:12,PM,qaTfTzzw,74.77225200000001,M
5939,2008-01-30,12:17,PM,7V3SveJS,59.338963,M
8443,2008-01-31,01:33,AM,Ipbm0ivI,76.505822,M
7371,2008-01-31,03:09,AM,LIx7Ck8H,94.45784300000001,M
5539,2008-01-31,03:44,AM,8hwomGMJ,81.346937,M
7525,2008-01-31,03:45,AM,FUZrxCQX,62.768063,M
1259,2008-01-31,04:30,AM,T5zyLqM1,87.434481,H
7422,2008-01-31,04:30,AM,rW1iGFzj,67.037903,M
9869,2008-01-31,04:34,AM,gs3UvC9e,61.730143999999996,M
7691,2008-01-31,04:53,AM,z32Ypszr,70.38869100000001,M
6911,2008-01-31,04:57,AM,fNcdTik4,66.910547,M
9279,2008-01-31,08:20,AM,fi9FQvfh,88.444405,M
832,2008-01-31,09:09,AM,qRXqCaqP,61.051901,M
2240,2008-01-31,09:36,AM,DlBayYvN,54.799539,H
9981,2008-01-31,10:08,AM,WH9LDHV9,83.197813,M
46,2008-01-31,10:39,AM,4KS8U9UI,67.081427,H
6393,2008-01-31,10:58,AM,SbuRLS7g,78.925836,H
5231,2008-01-31,11:23,AM,DS3e96gN,65.28008100000001,M
2021,2008-01-31,12:02,AM,vsfhzoza,56.766477,M
3721,2008-01-31,01:38,PM,JEqu6YXM,75.318475,H
650,2008-01-31,01:46,PM,yiQjYv2v,63.986677,M
9064,2008-01-31,02:42,PM,mj1cWFsO,83.350553,M
6909,2008-01-31,03:43,PM,GRBtUtrc,88.150152,M
3150,2008-01-31,04:20,PM,PDb0fpXy,73.644042,M
2749,2008-01-31,07:53,PM,o4yR1uoR,48.343437,M
5249,2008-01-31,10:03,PM,WjpfccoF,57.16259300000001,H
9351,2008-01-31,11:19,PM,cz16zK4R,76.803476,M
9233,2008-01-31,11:28,PM,MTnQSd3I,93.386969,M
